barName,barLicense,State of Residence,Hours of Op
CLUB CHOICES,BL485,null,9AM--11PM
BLUE POINT CRAB HOUSE (seasonal),BL928,TN,9AM--11PM
CLUB HUSH,BL928,OR,7AM--11PM
ALOHA TOKYO,BL026,CA,7AM--11PM
ARAMARK FHC SPORTS (BAR 252-253),BL801,VT,10AM--12PM
COCKY LOU'S,BL852,LA,8AM--12PM
BERTHA'S RESTAURANT,BL380,VT,7AM--12PM
europe restaurant & catering,BL510,GA,9AM--11PM
CORKS,BL495,AZ,9AM--11PM
GAFFNEY'S BACK FIN ( seasonal),BL758,AR,7AM--12PM
EXCLUSIVE,BL757,MA,9AM--11PM
CRAZY LIL'S,BL108,OK,8AM--12PM
COLONIAL INN,BL461,KS,7AM--12PM
azteca de oro,BL719,GA,9AM--11PM
DAILY GRIND,BL011,AZ,6AM--11PM
CLUB RIO & TOUCH OF CLASS,BL954,CT,7AM--11PM
DAVID & DAD'S LLC,BL538,AL,8AM--11PM
CORKS,BL004,NV,9AM--11PM
COLLINS CORNER,BL038,CO,7AM--11PM
300 SOUTH ANN STREET,BL293,MO,8AM--12PM
AUSTIN GRILL,BL231,PA,8AM--11PM
BOP BRICK OVEN PIZZA,BL140,WI,7AM--11PM
BILL'S LIGHTHOUSE INN,BL879,WY,8AM--12PM
BAY ATLANTIC CLUB,BL655,OK,9AM--12PM
CAZBAR,BL585,AZ,10AM--12PM
EDIE'S DELI & GRILL,BL102,MS,8AM--11PM
BURKE'S CAFå/ COMEDY FACTORY,BL877,AZ,9AM--12PM
BECKER'S TAVERN,BL585,ME,8AM--11PM
EL TORITO MEXICAN RESTAURANT,BL656,IL,7AM--11PM
BROOKLYN BOOSTER CLUB,BL484,WI,7AM--11PM
BARTENDERS,BL230,NC,9AM--11PM
ABC SUSHI,BL860,HI,7AM--12PM
BAJA BEACH CLUB  (COMBINED WITH BAR-L),BL443,NH,6AM--11PM
DIONYSUS RESTAURANT & LOUNGE,BL164,PA,10AM--11PM
CENTER STAGE,BL022,HI,8AM--11PM
FIELDER'S TAVERN,BL973,TN,8AM--12PM
ANNABEL LEE TAVERN,BL530,FL,7AM--12PM
BILL'S CAFE,BL495,VT,9AM--11PM
EAT MUST BE FIRST,BL619,UT,8AM--12PM
FOUL BALL BAR,BL038,HI,7AM--12PM
CHINA GARDEN,BL357,NC,7AM--12PM
BLUE JEAN CAFE,BL800,ME,7AM--12PM
BREWSTER'S TAVERN,BL058,SD,9AM--12PM
AG & HARP'S,BL395,KS,8AM--12PM
GALLERY CAFå,BL085,WY,9AM--12PM
DONNA'S CROSS KEYS,BL179,KS,8AM--11PM
BALTIMORE BEVERAGE CO. -STARBUCKS,BL656,MT,7AM--11PM
BLEACHERS,BL831,NE,8AM--12PM
DASH SEAFOOD & CHICKEN,BL676,WV,8AM--11PM
europe restaurant & catering,BL320,KS,6AM--12PM
COLONIAL INN,BL981,CO,6AM--12PM
ARA-MONUMENTAL LIFE INSURANCE COMPANY,BL950,FL,8AM--11PM
ARAMARK FHC SPORTS (BAR 244),BL334,AR,8AM--12PM
FIRESIDE NORTH LIQUORS,BL457,CA,8AM--12PM
BO BROOKS,BL564,OR,9AM--11PM
DIMIS CAFå AND GRILL  INC.,BL963,OK,10AM--12PM
438 CLUB,BL484,AL,10AM--12PM
EDENS LOUNGE,BL193,NE,9AM--11PM
FRANK'S PIZZA,BL636,TN,9AM--11PM
FANTASY CAFå,BL402,AR,9AM--11PM
FOUL BALL BAR,BL102,HI,8AM--12PM
FOODTOPIA,BL577,WV,10AM--12PM
DESERT CAFE'(1605-07),BL831,MT,7AM--12PM
CINCO DE MAYO,BL141,DE,7AM--12PM
EAGLE NEST,BL158,HI,8AM--12PM
ELDORADO INC.,BL009,ND,8AM--11PM
BURKE'S CAFE  INCORPORATED,BL293,NH,7AM--11PM
CORKY'S GRILL,BL480,ND,7AM--12PM
EVERYDAY'S LLC,BL783,MT,9AM--11PM
DIONYSUS RESTAURANT & LOUNGE,BL357,CT,8AM--11PM
ANGELO'S RESTAURANT & CARRYOUT,BL359,MO,9AM--11PM
azteca de oro,BL874,AL,6AM--11PM
GENJI SUSHI EXPRESS   (A.K.A. 600 S EXETER ST),BL167,MD,9AM--12PM
DUKEM ETHIOPIAN RESTAURANT,BL937,HI,10AM--12PM
DUCKY PLEASURE CLUB,BL972,MT,9AM--11PM
CAFå AZAFRAN,BL659,MO,7AM--12PM
europe restaurant & catering,BL146,WI,9AM--11PM
CREATIVE ALLIANCE,BL541,FL,7AM--12PM
AU BON PAIN,BL457,AR,8AM--11PM
courthouse east caf‰Û_',BL311,AZ,10AM--12PM
DONRITZ BAR & GRILL,BL114,ME,10AM--11PM
COSI  INC. # 157,BL745,CO,9AM--12PM
19TH HOLE,BL492,HI,8AM--11PM
EASTERN HOUSE RESTAURANT,BL673,OR,7AM--12PM
DUNKIN DONUTS,BL492,UT,9AM--11PM
CHEERLEADERS,BL402,CA,7AM--12PM
438 CLUB,BL337,WV,6AM--11PM
FRANK'S PIZZA,BL914,AR,9AM--11PM
DESERT CAFE'(1605-07),BL296,SD,10AM--12PM
FILLIN' STATION,BL715,null,7AM--11PM
CALIFORNIA PIZZA KITCHEN,BL765,MO,7AM--12PM
CANTON'S PORTSIDE TAVERN,BL456,MS,8AM--11PM
CREATIVE ALLIANCE,BL673,NY,8AM--12PM
FLETCHERS,BL508,VT,6AM--12PM
FIELDS OLD TRAIL,BL406,DE,7AM--11PM
GERMANIO'S RESTAURANT,BL545,LA,7AM--12PM
GARDEN BEEF & BEER,BL504,CA,10AM--12PM
FANTASIES,BL028,MD,8AM--11PM
COLD STONE CREAMERY# 102,BL480,MT,9AM--12PM
CHAZZ &  REN'E,BL576,KS,7AM--12PM
ACROPOLIS RESTAURANT,BL495,MA,8AM--11PM
ASAHI SUSHI,BL296,MS,7AM--12PM
AMERICAN LEIGON FORT MCHENRY POST #133,BL530,IN,9AM--11PM
GIBSON'S,BL137,MO,10AM--11PM
CLUB BAR,BL043,NV,8AM--11PM
DEAD FREDDIES,BL114,ME,9AM--12PM
DOWN THE HATCH,BL137,null,6AM--11PM
CASSANOVIA,BL285,AZ,9AM--12PM
CHINA WOK,BL034,FL,7AM--12PM
ADMIRAL FELL INN,BL937,WV,6AM--11PM
B-WATCH,BL947,MT,7AM--11PM
DING HOW RESTAURANT,BL359,MA,8AM--12PM
CASTAWAY'S BAR &  GRILL,BL510,DE,8AM--11PM
BALTIMORE PHO,BL914,WY,7AM--11PM
CHIPOTLE MEXICAN GRILL,BL386,ME,7AM--12PM
CAFå SUSSIE'S,BL797,CA,8AM--11PM
DIAMOND LOUNGE   (415 1/2 E. BALTIMORE STREET),BL241,CO,8AM--11PM
DEGO DAME'S,BL145,TN,6AM--12PM
EL RINCONCITO PERUANO,BL492,SC,6AM--11PM
caribbean paradise,BL359,CA,10AM--12PM
ARCOS,BL851,NY,9AM--11PM
BOUILLABAISSE CAFå,BL194,HI,10AM--12PM
EXCLUSIVE,BL104,NH,6AM--12PM
5-MILE HOUSE,BL656,null,7AM--11PM
CAFå AZAFRAN,BL660,ND,10AM--12PM
CHINA WOK,BL484,MO,8AM--11PM
AMBROSIA'S,BL813,LA,8AM--11PM
CEDONIA INN,BL421,FL,7AM--11PM
CARL REFEERS BAR & GRILL,BL332,VA,9AM--11PM
BALTIMORE COUNTRY CLUB,BL038,ND,8AM--11PM
DIMITRI'S TAVERN,BL127,ME,9AM--12PM
CLUB PHOENIX,BL665,NH,8AM--12PM
CLUB HAREM,BL174,NV,9AM--12PM
BLUEHOUSE,BL456,TN,6AM--12PM
BILL'S CAFE,BL534,GA,8AM--12PM
ECLECTIC CAFå,BL395,NH,7AM--11PM
BACKSTRETCH SALOON,BL515,FL,9AM--11PM
COOPER'S LIQUOR (568-570),BL324,HI,8AM--11PM
asian taste,BL461,DC,8AM--11PM
CAFE MANET,BL119,MT,9AM--11PM
claddagh pub,BL259,NC,9AM--11PM
CARIBOU COFFEE,BL904,MO,6AM--11PM
ABACROMBIE FINE FOODS,BL105,ME,9AM--11PM
CALIFORNIA PIZZA KITCHEN,BL534,OR,7AM--11PM
EVERYDAY'S LLC,BL320,MO,8AM--11PM
CHARLES ST DELI,BL719,AL,9AM--11PM
CLUBHOUSE BAR,BL036,OR,7AM--12PM
AMBASSADOR DINNING ROOM,BL736,RI,7AM--11PM
CANTINA LAS AMERICAS/LA RUMBA,BL093,VT,9AM--11PM
FRIENDLY  FRIED  CHICKEN,BL051,AR,6AM--12PM
BEDROCK,BL000,WV,9AM--11PM
DUNKIN DONUTS,BL973,WY,7AM--11PM
edelweiss bakery & caf‰Û_',BL579,MT,7AM--12PM
B & J RESTAURANT,BL338,AL,8AM--11PM
BRASSERIE TATIN,BL937,WV,8AM--11PM
FULTON RESTAURANT,BL141,NE,8AM--11PM
BANTHAI,BL949,MT,9AM--12PM
FOXY LADY,BL438,KS,7AM--11PM
FIELDER'S TAVERN,BL012,PA,6AM--11PM
ARAMARK FHC SPORTS (BAR 217),BL999,MT,9AM--11PM
GENJI SUSHI EXPRESS   (A.K.A. 600 S EXETER ST),BL311,OR,7AM--11PM
CANTON'S PORTSIDE TAVERN,BL022,WI,9AM--11PM
BOCCACCIO,BL954,KS,9AM--12PM
CAMDEN PUB,BL108,KS,8AM--11PM
